tid,gamma,trueage,relmid,impsamp,freqonly,simpavg
945,31.623,-29.66732,0,0,-30.99788,0
946,23.714,-21.63876,0,0,-21.07474,0
947,17.783,-18.2382,0,0,-17.0129,0
948,13.335,-14.0731,0,0,-14.13454,0
949,10,-10.00997,0,0,-10.23182,0
950,7.499,-7.43794,0,0,-7.5547,0
951,5.623,-5.37967,0,0,-5.32806,0
952,4.217,-4.06526,0,0,-4.23224,0
953,3.162,-2.99807,0,0,-3.20624,0
954,2.371,-2.32449,0,0,-2.24378,0
955,1.778,-1.75334,0,0,-1.7523,0
956,1.334,-1.2892,0,0,-1.38114,0
957,1,-0.85301,0,0,-0.89325,0
958,0.332,-0.41531,0,0,-0.45798,0
959,0.005,0.06309,0,0,0.01994,0
960,0,0.06879,0,0,-0.00394,0
961,100,-80.02467,0,0,-99.60805,0
962,74.989,-77.98244,0,0,-80.30128,0
963,56.423,-53.93142,0,0,-39.04923,0
964,42.17,-37.17368,0,0,-44.36972,0
965,31.623,-28.68436,0,0,-32.40444,0
966,23.714,-22.60501,0,0,-26.21732,0
967,17.783,-15.37703,0,0,-15.88056,0
968,13.335,-12.77482,0,0,-12.59955,0
969,10,-9.7603,0,0,-8.80467,0
970,7.499,-177.98374,0,0,-7.2882,0
971,5.623,-5.50555,0,0,-5.74857,0
972,4.217,-4.46722,0,0,-4.14835,0
973,3.162,-3.06713,0,0,-3.05244,0
974,2.371,-2.27083,0,0,-2.28735,0
975,1.778,-1.74197,0,0,-1.80244,0
976,1.334,-1.21178,0,0,-1.2729,0
977,1,-0.97588,0,0,-1.00191,0
978,0.332,-0.42252,0,0,-0.48478,0
979,0.005,0.08513,0,0,0.02292,0
980,0,0.05535,0,0,-0.00627,0
981,100,-89.93362,0,0,-114.50811,0
982,74.989,-64.9671,0,0,-68.60781,0
983,56.423,-62.0777,0,0,-76.00018,0
984,42.17,-45.98364,0,0,-36.47318,0
985,31.623,-26.14161,0,0,-22.90857,0
986,23.714,-21.34192,0,0,-27.14164,0
987,17.783,-17.51992,0,0,-20.54647,0
988,13.335,-12.65887,0,0,-12.63352,0
989,10,-10.25381,0,0,-10.28654,0
990,7.499,-7.15119,0,0,-7.77726,0
991,5.623,-5.75272,0,0,-5.47778,0
992,4.217,-4.26865,0,0,-4.14628,0
993,3.162,-3.04771,0,0,-3.49678,0
994,2.371,-2.33335,0,0,-2.29499,0
995,1.778,-1.65846,0,0,-1.6311,0
996,1.334,-1.25782,0,0,-1.34222,0
997,1,-0.96193,0,0,-1.01732,0
998,0.332,-0.18613,0,0,-0.23923,0
999,0.005,0.27572,0,0,0.19656,0
1000,0,-0.04977,0,0,-0.1044,0
1001,100,-95.69878,0,0,-149.94771,0
1002,74.989,-71.82628,0,0,-120.44235,0
1003,56.423,-52.32327,0,0,-62.32352,0
1004,42.17,-41.97156,0,0,-32.81413,0
1005,31.623,-28.74681,0,0,-35.81193,0
1006,23.714,-23.46923,0,0,-22.57763,0
1007,17.783,-17.49691,0,0,-16.56657,0
1008,13.335,-12.92681,0,0,-13.86235,0
1009,10,-8.97371,0,0,-9.16879,0
1010,7.499,-7.1857,0,0,-7.71755,0
1011,5.623,-5.42662,0,0,-5.28068,0
1012,4.217,-4.10643,0,0,-4.32035,0
1013,3.162,-3.26142,0,0,-3.09396,0
1014,2.371,-2.19149,0,0,-2.20363,0
1015,1.778,-1.75059,0,0,-1.7799,0
1016,1.334,-1.32663,0,0,-1.38342,0
1017,1,-1.06804,0,0,-1.16061,0
1018,0.332,-0.35703,0,0,-0.39455,0
1019,0.005,0.02567,0,0,-0.04702,0
1020,0,0.04473,0,0,-0.02628,0
1021,100,-96.92977,0,0,-138.41627,0
1022,74.989,-75.20184,0,0,-77.25097,0
1023,56.423,-50.46106,0,0,-50.74552,0
1024,42.17,-40.95301,0,0,-48.89932,0
1025,31.623,-29.95126,0,0,-28.92705,0
1026,23.714,-21.52242,0,0,-25.20208,0
1027,17.783,-17.83926,0,0,-15.38856,0
1028,13.335,-13.88803,0,0,-13.32664,0
1029,10,-9.99734,0,0,-9.0104,0
1030,7.499,-7.61458,0,0,-8.21987,0
1031,5.623,-5.4888,0,0,-5.48084,0
1032,4.217,-4.34684,0,0,-4.30133,0
1033,3.162,-3.11634,0,0,-3.06205,0
1034,2.371,-2.32503,0,0,-2.34139,0
1035,1.778,-1.78393,0,0,-1.82971,0
1036,1.334,-1.33976,0,0,-1.40325,0
1037,1,-0.89673,0,0,-0.9389,0
1038,0.332,-0.16827,0,0,-0.21022,0
1039,0.005,-0.10462,0,0,-0.19007,0
1040,0,0.04406,0,0,-0.01694,0
1041,100,-94.22465,0,0,-98.4563,0
1042,74.989,-70.12585,0,0,-99.94366,0
1043,56.423,-54.50602,0,0,-42.58805,0
1044,42.17,-45.7246,0,0,-44.74918,0
1045,31.623,-26.95256,0,0,-29.83069,0
1046,23.714,-22.72575,0,0,-25.89186,0
1047,17.783,-17.44619,0,0,-17.98641,0
1048,13.335,-13.62573,0,0,-13.30563,0
1049,10,-9.98643,0,0,-10.06214,0
1050,7.499,-6.79496,0,0,-6.9428,0
1051,5.623,-5.64142,0,0,-5.53409,0
1052,4.217,-4.0627,0,0,-3.93481,0
1053,3.162,-3.42954,0,0,-3.43529,0
1054,2.371,-2.36294,0,0,-2.33156,0
1055,1.778,-1.79336,0,0,-1.80657,0
1056,1.334,-1.22972,0,0,-1.22304,0
1057,1,-0.92128,0,0,-0.8796,0
1058,0.332,-0.36646,0,0,-0.47801,0
1059,0.005,-0.09102,0,0,-0.13183,0
1060,0,-0.07696,0,0,-0.15157,0
1061,100,-85.74632,0,0,-133.74352,0
1062,74.989,-65.45635,0,0,-65.32414,0
1063,56.423,-56.97257,0,0,-50.30441,0
1064,42.17,-38.71105,0,0,-45.86826,0
1065,31.623,-29.71822,0,0,-26.29147,0
1066,23.714,-23.39699,0,0,-22.18108,0
1067,17.783,-16.52464,0,0,-17.15071,0
1068,13.335,-12.45914,0,0,-12.53585,0
1069,10,-9.64858,0,0,-9.08309,0
1070,7.499,-7.47201,0,0,-7.65846,0
1071,5.623,-5.68864,0,0,-5.54094,0
1072,4.217,-4.28023,0,0,-4.23446,0
1073,3.162,-3.00349,0,0,-3.04107,0
1074,2.371,-2.26178,0,0,-2.20208,0
1075,1.778,-1.85806,0,0,-1.90569,0
1076,1.334,-1.2741,0,0,-1.22023,0
1077,1,-0.96659,0,0,-0.94932,0
1078,0.332,-0.45751,0,0,-0.49237,0
1079,0.005,-0.03251,0,0,-0.11473,0
1080,0,-0.07359,0,0,-0.12718,0
1081,100,-97.38789,0,0,-142.59914,0
1082,74.989,-69.85649,0,0,-81.62284,0
1083,56.423,-55.40187,0,0,-38.61967,0
1084,42.17,-34.39676,0,0,-45.81056,0
1085,31.623,-30.75632,0,0,-31.57875,0
1086,23.714,-21.7485,0,0,-21.97675,0
1087,17.783,-16.79721,0,0,-16.85545,0
1088,13.335,-12.44661,0,0,-12.70395,0
1089,10,-9.66974,0,0,-9.57209,0
1090,7.499,-7.54779,0,0,-7.92238,0
1091,5.623,-177.98374,0,0,-5.70803,0
1092,4.217,-177.98374,0,0,-4.80351,0
1093,3.162,-2.94405,0,0,-2.98187,0
1094,2.371,-2.35934,0,0,-2.39709,0
1095,1.778,-1.75472,0,0,-1.76052,0
1096,1.334,-1.32545,0,0,-1.26852,0
1097,1,-1.16383,0,0,-1.25713,0
1098,0.332,-0.36122,0,0,-0.44029,0
1099,0.005,-0.05273,0,0,-0.11869,0
1100,0,-0.09111,0,0,-0.12013,0
1101,100,-97.69235,0,0,-86.56844,0
1102,74.989,-76.20596,0,0,-76.6488,0
1103,56.423,-49.94361,0,0,-48.0789,0
1104,42.17,-36.77474,0,0,-30.84944,0
1105,31.623,-31.66032,0,0,-32.62403,0
1106,23.714,-24.94127,0,0,-28.30373,0
1107,17.783,-17.21755,0,0,-17.11306,0
1108,13.335,-11.64415,0,0,-14.02342,0
1109,10,-9.19131,0,0,-9.94099,0
1110,7.499,-7.83492,0,0,-8.26024,0
1111,5.623,-5.73436,0,0,-5.58852,0
1112,4.217,-177.98374,0,0,-3.72749,0
1113,3.162,-3.09627,0,0,-3.23151,0
1114,2.371,-2.31342,0,0,-2.33751,0
1115,1.778,-1.83432,0,0,-1.81042,0
1116,1.334,-1.25581,0,0,-1.21634,0
1117,1,-1.07543,0,0,-1.0623,0
1118,0.332,-0.31684,0,0,-0.36487,0
1119,0.005,0.0997,0,0,0.04903,0
1120,0,-0.04857,0,0,-0.08874,0
1121,100,-85.87678,0,0,-70.84694,0
1122,74.989,-67.31476,0,0,-57.88762,0
1123,56.423,-53.35274,0,0,-53.45748,0
1124,42.17,-37.97763,0,0,-39.95692,0
1125,31.623,-31.52568,0,0,-32.99699,0
1126,23.714,-21.14723,0,0,-20.31095,0
1127,17.783,-16.19744,0,0,-15.77332,0
1128,13.335,-12.78321,0,0,-12.43649,0
1129,10,-9.74501,0,0,-8.24829,0
1130,7.499,-7.12821,0,0,-7.40381,0
1131,5.623,-5.25069,0,0,-5.42596,0
